rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species
1674,765.0,97,2,765,Canada plum,Prunus,nigra
1675,765.0,109,7,765,Canada plum,Prunus,nigra
1676,765.0,135,2,765,Canada plum,Prunus,nigra
1677,766.0,3,2,766,American plum,Prunus,americana
1678,766.0,5,2,766,American plum,Prunus,americana
1679,766.0,9,6,766,American plum,Prunus,americana
1680,766.0,13,9,766,American plum,Prunus,americana
1681,766.0,15,2,766,American plum,Prunus,americana
1682,766.0,19,24,766,American plum,Prunus,americana
1683,766.0,33,1,766,American plum,Prunus,americana
1684,766.0,37,8,766,American plum,Prunus,americana
1685,766.0,41,3,766,American plum,Prunus,americana
1686,766.0,43,2,766,American plum,Prunus,americana
1687,766.0,45,27,766,American plum,Prunus,americana
1688,766.0,49,11,766,American plum,Prunus,americana
1689,766.0,55,27,766,American plum,Prunus,americana
1690,766.0,59,1,766,American plum,Prunus,americana
1691,766.0,61,2,766,American plum,Prunus,americana
1692,766.0,63,2,766,American plum,Prunus,americana
1693,766.0,71,3,766,American plum,Prunus,americana
1694,766.0,73,11,766,American plum,Prunus,americana
1695,766.0,75,3,766,American plum,Prunus,americana
1696,766.0,85,1,766,American plum,Prunus,americana
1697,766.0,87,1,766,American plum,Prunus,americana
1698,766.0,95,1,766,American plum,Prunus,americana
1699,766.0,97,11,766,American plum,Prunus,americana
1700,766.0,99,16,766,American plum,Prunus,americana
1701,766.0,103,10,766,American plum,Prunus,americana
1702,766.0,109,1,766,American plum,Prunus,americana
1703,766.0,111,12,766,American plum,Prunus,americana
1704,766.0,115,24,766,American plum,Prunus,americana
1705,766.0,125,2,766,American plum,Prunus,americana
1706,766.0,129,28,766,American plum,Prunus,americana
1707,766.0,137,2,766,American plum,Prunus,americana
1708,766.0,141,3,766,American plum,Prunus,americana
1709,766.0,143,8,766,American plum,Prunus,americana
1710,766.0,147,10,766,American plum,Prunus,americana
1711,766.0,151,4,766,American plum,Prunus,americana
1712,766.0,153,6,766,American plum,Prunus,americana
1713,766.0,157,18,766,American plum,Prunus,americana
1714,766.0,163,19,766,American plum,Prunus,americana
1715,766.0,165,32,766,American plum,Prunus,americana
1716,766.0,169,24,766,American plum,Prunus,americana
1717,766.0,171,11,766,American plum,Prunus,americana
1718,802.0,1,56,802,white oak,Quercus,alba
1719,802.0,3,120,802,white oak,Quercus,alba
1720,802.0,5,2,802,white oak,Quercus,alba
1721,802.0,7,25,802,white oak,Quercus,alba
1722,802.0,9,2,802,white oak,Quercus,alba
1723,802.0,15,9,802,white oak,Quercus,alba
1724,802.0,17,4,802,white oak,Quercus,alba
1725,802.0,19,1,802,white oak,Quercus,alba
1726,802.0,21,85,802,white oak,Quercus,alba
1727,802.0,25,147,802,white oak,Quercus,alba
1728,802.0,29,11,802,white oak,Quercus,alba
1729,802.0,35,36,802,white oak,Quercus,alba
1730,802.0,37,53,802,white oak,Quercus,alba
1731,802.0,39,29,802,white oak,Quercus,alba
1732,802.0,41,4,802,white oak,Quercus,alba
1733,802.0,45,415,802,white oak,Quercus,alba
1734,802.0,49,105,802,white oak,Quercus,alba
1735,802.0,51,10,802,white oak,Quercus,alba
1736,802.0,53,2,802,white oak,Quercus,alba
1737,802.0,55,718,802,white oak,Quercus,alba
1738,802.0,57,4,802,white oak,Quercus,alba
1739,802.0,59,46,802,white oak,Quercus,alba
1740,802.0,61,10,802,white oak,Quercus,alba
1741,802.0,63,1,802,white oak,Quercus,alba
1742,802.0,65,97,802,white oak,Quercus,alba
1743,802.0,67,4,802,white oak,Quercus,alba
1744,802.0,71,4,802,white oak,Quercus,alba
1745,802.0,85,1,802,white oak,Quercus,alba
1746,802.0,87,5,802,white oak,Quercus,alba
1747,802.0,95,29,802,white oak,Quercus,alba
1748,802.0,97,38,802,white oak,Quercus,alba
1749,802.0,99,6,802,white oak,Quercus,alba
1750,802.0,103,2,802,white oak,Quercus,alba
1751,802.0,109,116,802,white oak,Quercus,alba
1752,802.0,111,29,802,white oak,Quercus,alba
1753,802.0,113,1,802,white oak,Quercus,alba
1754,802.0,115,75,802,white oak,Quercus,alba
1755,802.0,119,4,802,white oak,Quercus,alba
1756,802.0,127,4,802,white oak,Quercus,alba
1757,802.0,129,2,802,white oak,Quercus,alba
1758,802.0,131,9,802,white oak,Quercus,alba
1759,802.0,135,2,802,white oak,Quercus,alba
1760,802.0,139,8,802,white oak,Quercus,alba
1761,802.0,141,167,802,white oak,Quercus,alba
1762,802.0,143,9,802,white oak,Quercus,alba
1763,802.0,145,24,802,white oak,Quercus,alba
1764,802.0,147,6,802,white oak,Quercus,alba
1765,802.0,153,2,802,white oak,Quercus,alba
1766,802.0,157,131,802,white oak,Quercus,alba
1767,802.0,161,4,802,white oak,Quercus,alba
1768,802.0,163,137,802,white oak,Quercus,alba
1769,802.0,169,569,802,white oak,Quercus,alba
1770,802.0,171,31,802,white oak,Quercus,alba
1771,804.0,21,8,804,swamp white oak,Quercus,bicolor
1772,804.0,37,2,804,swamp white oak,Quercus,bicolor
1773,804.0,49,3,804,swamp white oak,Quercus,bicolor
1774,804.0,55,6,804,swamp white oak,Quercus,bicolor
1775,804.0,71,2,804,swamp white oak,Quercus,bicolor
1776,804.0,91,2,804,swamp white oak,Quercus,bicolor
1777,804.0,103,1,804,swamp white oak,Quercus,bicolor
1778,804.0,157,2,804,swamp white oak,Quercus,bicolor
1779,809.0,1,35,809,northern pin oak,Quercus,ellipsoidalis
1780,809.0,3,265,809,northern pin oak,Quercus,ellipsoidalis
1781,809.0,5,60,809,northern pin oak,Quercus,ellipsoidalis
1782,809.0,7,89,809,northern pin oak,Quercus,ellipsoidalis
1783,809.0,9,60,809,northern pin oak,Quercus,ellipsoidalis
1784,809.0,19,10,809,northern pin oak,Quercus,ellipsoidalis
1785,809.0,21,458,809,northern pin oak,Quercus,ellipsoidalis
1786,809.0,25,123,809,northern pin oak,Quercus,ellipsoidalis
1787,809.0,29,26,809,northern pin oak,Quercus,ellipsoidalis
1788,809.0,35,470,809,northern pin oak,Quercus,ellipsoidalis
1789,809.0,37,37,809,northern pin oak,Quercus,ellipsoidalis
1790,809.0,39,1,809,northern pin oak,Quercus,ellipsoidalis
1791,809.0,41,1,809,northern pin oak,Quercus,ellipsoidalis
1792,809.0,45,20,809,northern pin oak,Quercus,ellipsoidalis
1793,809.0,47,4,809,northern pin oak,Quercus,ellipsoidalis
1794,809.0,49,70,809,northern pin oak,Quercus,ellipsoidalis
1795,809.0,53,11,809,northern pin oak,Quercus,ellipsoidalis
1796,809.0,55,83,809,northern pin oak,Quercus,ellipsoidalis
1797,809.0,57,326,809,northern pin oak,Quercus,ellipsoidalis
1798,809.0,59,273,809,northern pin oak,Quercus,ellipsoidalis
1799,809.0,61,25,809,northern pin oak,Quercus,ellipsoidalis
1800,809.0,65,4,809,northern pin oak,Quercus,ellipsoidalis
1801,809.0,67,1,809,northern pin oak,Quercus,ellipsoidalis
1802,809.0,87,25,809,northern pin oak,Quercus,ellipsoidalis
1803,809.0,95,14,809,northern pin oak,Quercus,ellipsoidalis
1804,809.0,97,182,809,northern pin oak,Quercus,ellipsoidalis
1805,809.0,99,4,809,northern pin oak,Quercus,ellipsoidalis
1806,809.0,103,2,809,northern pin oak,Quercus,ellipsoidalis
1807,809.0,109,16,809,northern pin oak,Quercus,ellipsoidalis
1808,809.0,111,196,809,northern pin oak,Quercus,ellipsoidalis
1809,809.0,115,70,809,northern pin oak,Quercus,ellipsoidalis
1810,809.0,119,6,809,northern pin oak,Quercus,ellipsoidalis
1811,809.0,123,3,809,northern pin oak,Quercus,ellipsoidalis
1812,809.0,131,33,809,northern pin oak,Quercus,ellipsoidalis
1813,809.0,137,199,809,northern pin oak,Quercus,ellipsoidalis
1814,809.0,139,27,809,northern pin oak,Quercus,ellipsoidalis
1815,809.0,141,436,809,northern pin oak,Quercus,ellipsoidalis
1816,809.0,145,31,809,northern pin oak,Quercus,ellipsoidalis
1817,809.0,147,13,809,northern pin oak,Quercus,ellipsoidalis
1818,809.0,153,198,809,northern pin oak,Quercus,ellipsoidalis
1819,809.0,157,57,809,northern pin oak,Quercus,ellipsoidalis
1820,809.0,159,165,809,northern pin oak,Quercus,ellipsoidalis
1821,809.0,163,103,809,northern pin oak,Quercus,ellipsoidalis
1822,809.0,169,146,809,northern pin oak,Quercus,ellipsoidalis
1823,809.0,171,6,809,northern pin oak,Quercus,ellipsoidalis
1824,822.0,95,1,822,overcup oak,Quercus,lyrata
1825,823.0,1,1687,823,bur oak,Quercus,macrocarpa
1826,823.0,3,93,823,bur oak,Quercus,macrocarpa
1827,823.0,5,3274,823,bur oak,Quercus,macrocarpa
1828,823.0,7,2729,823,bur oak,Quercus,macrocarpa
1829,823.0,9,260,823,bur oak,Quercus,macrocarpa
1830,823.0,11,35,823,bur oak,Quercus,macrocarpa
1831,823.0,13,164,823,bur oak,Quercus,macrocarpa
1832,823.0,15,64,823,bur oak,Quercus,macrocarpa
1833,823.0,17,342,823,bur oak,Quercus,macrocarpa
1834,823.0,19,69,823,bur oak,Quercus,macrocarpa
1835,823.0,21,3319,823,bur oak,Quercus,macrocarpa
1836,823.0,25,348,823,bur oak,Quercus,macrocarpa
1837,823.0,27,701,823,bur oak,Quercus,macrocarpa
1838,823.0,29,1525,823,bur oak,Quercus,macrocarpa
1839,823.0,35,2284,823,bur oak,Quercus,macrocarpa
1840,823.0,37,159,823,bur oak,Quercus,macrocarpa
1841,823.0,39,45,823,bur oak,Quercus,macrocarpa
1842,823.0,41,460,823,bur oak,Quercus,macrocarpa
1843,823.0,43,44,823,bur oak,Quercus,macrocarpa
1844,823.0,45,527,823,bur oak,Quercus,macrocarpa
1845,823.0,47,200,823,bur oak,Quercus,macrocarpa
1846,823.0,49,470,823,bur oak,Quercus,macrocarpa
1847,823.0,51,90,823,bur oak,Quercus,macrocarpa
1848,823.0,53,31,823,bur oak,Quercus,macrocarpa
1849,823.0,55,805,823,bur oak,Quercus,macrocarpa
1850,823.0,57,2568,823,bur oak,Quercus,macrocarpa
1851,823.0,59,240,823,bur oak,Quercus,macrocarpa
1852,823.0,61,965,823,bur oak,Quercus,macrocarpa
1853,823.0,63,50,823,bur oak,Quercus,macrocarpa
1854,823.0,65,915,823,bur oak,Quercus,macrocarpa
1855,823.0,67,210,823,bur oak,Quercus,macrocarpa
1856,823.0,69,478,823,bur oak,Quercus,macrocarpa
1857,823.0,71,361,823,bur oak,Quercus,macrocarpa
1858,823.0,73,10,823,bur oak,Quercus,macrocarpa
1859,823.0,75,26,823,bur oak,Quercus,macrocarpa
1860,823.0,77,95,823,bur oak,Quercus,macrocarpa
1861,823.0,79,67,823,bur oak,Quercus,macrocarpa
1862,823.0,85,20,823,bur oak,Quercus,macrocarpa
1863,823.0,87,1544,823,bur oak,Quercus,macrocarpa
1864,823.0,89,1326,823,bur oak,Quercus,macrocarpa
1865,823.0,91,25,823,bur oak,Quercus,macrocarpa
1866,823.0,93,171,823,bur oak,Quercus,macrocarpa
1867,823.0,95,883,823,bur oak,Quercus,macrocarpa
1868,823.0,97,1695,823,bur oak,Quercus,macrocarpa
1869,823.0,99,54,823,bur oak,Quercus,macrocarpa
1870,823.0,101,17,823,bur oak,Quercus,macrocarpa
1871,823.0,103,30,823,bur oak,Quercus,macrocarpa
1872,823.0,107,193,823,bur oak,Quercus,macrocarpa
1873,823.0,109,564,823,bur oak,Quercus,macrocarpa
1874,823.0,111,1798,823,bur oak,Quercus,macrocarpa
1875,823.0,113,579,823,bur oak,Quercus,macrocarpa
1876,823.0,115,1195,823,bur oak,Quercus,macrocarpa
1877,823.0,119,1046,823,bur oak,Quercus,macrocarpa
1878,823.0,121,159,823,bur oak,Quercus,macrocarpa
1879,823.0,123,8,823,bur oak,Quercus,macrocarpa
1880,823.0,125,347,823,bur oak,Quercus,macrocarpa
1881,823.0,127,57,823,bur oak,Quercus,macrocarpa
1882,823.0,129,74,823,bur oak,Quercus,macrocarpa
1883,823.0,131,172,823,bur oak,Quercus,macrocarpa
1884,823.0,135,920,823,bur oak,Quercus,macrocarpa
1885,823.0,137,173,823,bur oak,Quercus,macrocarpa
1886,823.0,139,75,823,bur oak,Quercus,macrocarpa
1887,823.0,141,620,823,bur oak,Quercus,macrocarpa
1888,823.0,143,34,823,bur oak,Quercus,macrocarpa
1889,823.0,145,336,823,bur oak,Quercus,macrocarpa
1890,823.0,147,96,823,bur oak,Quercus,macrocarpa
1891,823.0,149,2,823,bur oak,Quercus,macrocarpa
1892,823.0,151,15,823,bur oak,Quercus,macrocarpa
1893,823.0,153,1317,823,bur oak,Quercus,macrocarpa
1894,823.0,155,8,823,bur oak,Quercus,macrocarpa
1895,823.0,157,591,823,bur oak,Quercus,macrocarpa
1896,823.0,159,902,823,bur oak,Quercus,macrocarpa
1897,823.0,161,89,823,bur oak,Quercus,macrocarpa
1898,823.0,163,98,823,bur oak,Quercus,macrocarpa
1899,823.0,169,823,823,bur oak,Quercus,macrocarpa
1900,823.0,171,139,823,bur oak,Quercus,macrocarpa
1901,823.0,173,31,823,bur oak,Quercus,macrocarpa
1902,830.0,45,1,830,pin oak,Quercus,palustris
1903,832.0,57,1,832,chestnut oak,Quercus,prinus
1904,833.0,1,2058,833,northern red oak,Quercus,rubra
1905,833.0,3,315,833,northern red oak,Quercus,rubra
1906,833.0,5,1838,833,northern red oak,Quercus,rubra
1907,833.0,7,722,833,northern red oak,Quercus,rubra
1908,833.0,9,248,833,northern red oak,Quercus,rubra
1909,833.0,13,72,833,northern red oak,Quercus,rubra
1910,833.0,15,182,833,northern red oak,Quercus,rubra
1911,833.0,17,386,833,northern red oak,Quercus,rubra
1912,833.0,19,41,833,northern red oak,Quercus,rubra
1913,833.0,21,3847,833,northern red oak,Quercus,rubra
1914,833.0,25,500,833,northern red oak,Quercus,rubra
1915,833.0,27,18,833,northern red oak,Quercus,rubra
1916,833.0,29,697,833,northern red oak,Quercus,rubra
1917,833.0,35,4519,833,northern red oak,Quercus,rubra
1918,833.0,37,123,833,northern red oak,Quercus,rubra
1919,833.0,39,120,833,northern red oak,Quercus,rubra
1920,833.0,41,212,833,northern red oak,Quercus,rubra
1921,833.0,43,3,833,northern red oak,Quercus,rubra
1922,833.0,45,761,833,northern red oak,Quercus,rubra
1923,833.0,47,62,833,northern red oak,Quercus,rubra
1924,833.0,49,666,833,northern red oak,Quercus,rubra
1925,833.0,51,26,833,northern red oak,Quercus,rubra
1926,833.0,53,142,833,northern red oak,Quercus,rubra
1927,833.0,55,1725,833,northern red oak,Quercus,rubra
1928,833.0,57,1589,833,northern red oak,Quercus,rubra
1929,833.0,59,447,833,northern red oak,Quercus,rubra
1930,833.0,61,1007,833,northern red oak,Quercus,rubra
1931,833.0,65,827,833,northern red oak,Quercus,rubra
1932,833.0,67,19,833,northern red oak,Quercus,rubra
1933,833.0,71,38,833,northern red oak,Quercus,rubra
1934,833.0,75,64,833,northern red oak,Quercus,rubra
1935,833.0,79,76,833,northern red oak,Quercus,rubra
1936,833.0,85,63,833,northern red oak,Quercus,rubra
1937,833.0,87,355,833,northern red oak,Quercus,rubra
1938,833.0,89,1,833,northern red oak,Quercus,rubra
1939,833.0,93,35,833,northern red oak,Quercus,rubra
1940,833.0,95,1131,833,northern red oak,Quercus,rubra
1941,833.0,97,1973,833,northern red oak,Quercus,rubra
1942,833.0,99,6,833,northern red oak,Quercus,rubra
1943,833.0,103,106,833,northern red oak,Quercus,rubra
1944,833.0,109,418,833,northern red oak,Quercus,rubra
1945,833.0,111,894,833,northern red oak,Quercus,rubra
1946,833.0,115,2187,833,northern red oak,Quercus,rubra
1947,833.0,119,172,833,northern red oak,Quercus,rubra
1948,833.0,123,7,833,northern red oak,Quercus,rubra
1949,833.0,127,15,833,northern red oak,Quercus,rubra
1950,833.0,131,188,833,northern red oak,Quercus,rubra
1951,833.0,135,4,833,northern red oak,Quercus,rubra
1952,833.0,137,706,833,northern red oak,Quercus,rubra
1953,833.0,139,95,833,northern red oak,Quercus,rubra
1954,833.0,141,993,833,northern red oak,Quercus,rubra
1955,833.0,143,37,833,northern red oak,Quercus,rubra
1956,833.0,145,573,833,northern red oak,Quercus,rubra
1957,833.0,147,19,833,northern red oak,Quercus,rubra
1958,833.0,153,604,833,northern red oak,Quercus,rubra
1959,833.0,157,817,833,northern red oak,Quercus,rubra
1960,833.0,159,347,833,northern red oak,Quercus,rubra
1961,833.0,161,34,833,northern red oak,Quercus,rubra
1962,833.0,163,202,833,northern red oak,Quercus,rubra
1963,833.0,169,1994,833,northern red oak,Quercus,rubra
1964,833.0,171,104,833,northern red oak,Quercus,rubra
1965,837.0,1,1,837,black oak,Quercus,velutina
1966,837.0,19,1,837,black oak,Quercus,velutina
1967,837.0,21,2,837,black oak,Quercus,velutina
1968,837.0,45,46,837,black oak,Quercus,velutina
1969,837.0,49,16,837,black oak,Quercus,velutina
1970,837.0,55,84,837,black oak,Quercus,velutina
1971,837.0,99,2,837,black oak,Quercus,velutina
1972,837.0,109,8,837,black oak,Quercus,velutina
1973,837.0,137,1,837,black oak,Quercus,velutina
1974,837.0,139,3,837,black oak,Quercus,velutina
1975,837.0,143,1,837,black oak,Quercus,velutina
1976,837.0,157,69,837,black oak,Quercus,velutina
1977,837.0,163,10,837,black oak,Quercus,velutina
1978,837.0,169,104,837,black oak,Quercus,velutina
1979,901.0,1,2,901,black locust,Robinia,pseudoacacia
1980,901.0,21,1,901,black locust,Robinia,pseudoacacia
1981,901.0,37,16,901,black locust,Robinia,pseudoacacia
1982,901.0,49,14,901,black locust,Robinia,pseudoacacia
1983,901.0,55,50,901,black locust,Robinia,pseudoacacia
1984,901.0,65,1,901,black locust,Robinia,pseudoacacia
1985,901.0,85,6,901,black locust,Robinia,pseudoacacia
1986,901.0,137,1,901,black locust,Robinia,pseudoacacia
1987,901.0,147,1,901,black locust,Robinia,pseudoacacia
1988,901.0,163,67,901,black locust,Robinia,pseudoacacia
1989,901.0,169,5,901,black locust,Robinia,pseudoacacia
1990,921.0,1,47,921,peachleaf willow,Salix,amygdaloides
1991,921.0,5,7,921,peachleaf willow,Salix,amygdaloides
1992,921.0,7,89,921,peachleaf willow,Salix,amygdaloides
1993,921.0,9,17,921,peachleaf willow,Salix,amygdaloides
1994,921.0,13,12,921,peachleaf willow,Salix,amygdaloides
1995,921.0,17,6,921,peachleaf willow,Salix,amygdaloides
1996,921.0,21,10,921,peachleaf willow,Salix,amygdaloides
1997,921.0,23,5,921,peachleaf willow,Salix,amygdaloides
1998,921.0,29,18,921,peachleaf willow,Salix,amygdaloides
1999,921.0,31,59,921,peachleaf willow,Salix,amygdaloides
2000,921.0,35,2,921,peachleaf willow,Salix,amygdaloides
