rowid,SPCD,COUNTYCD,COUNT,FIA Code,Common Name,Genus,Species
1487,760.0,035,1,760,cherry and plum spp.,Prunus,spp.
1488,760.0,049,11,760,cherry and plum spp.,Prunus,spp.
1489,760.0,067,2,760,cherry and plum spp.,Prunus,spp.
1490,760.0,079,2,760,cherry and plum spp.,Prunus,spp.
1491,760.0,081,17,760,cherry and plum spp.,Prunus,spp.
1492,760.0,097,1,760,cherry and plum spp.,Prunus,spp.
1493,760.0,113,12,760,cherry and plum spp.,Prunus,spp.
1494,760.0,119,14,760,cherry and plum spp.,Prunus,spp.
1495,760.0,137,6,760,cherry and plum spp.,Prunus,spp.
1496,760.0,139,10,760,cherry and plum spp.,Prunus,spp.
1497,760.0,157,6,760,cherry and plum spp.,Prunus,spp.
1498,761.0,001,64,761,pin cherry,Prunus,pensylvanica
1499,761.0,003,2,761,pin cherry,Prunus,pensylvanica
1500,761.0,005,35,761,pin cherry,Prunus,pensylvanica
1501,761.0,007,69,761,pin cherry,Prunus,pensylvanica
1502,761.0,017,37,761,pin cherry,Prunus,pensylvanica
1503,761.0,019,1,761,pin cherry,Prunus,pensylvanica
1504,761.0,021,154,761,pin cherry,Prunus,pensylvanica
1505,761.0,025,13,761,pin cherry,Prunus,pensylvanica
1506,761.0,029,29,761,pin cherry,Prunus,pensylvanica
1507,761.0,031,235,761,pin cherry,Prunus,pensylvanica
1508,761.0,035,23,761,pin cherry,Prunus,pensylvanica
1509,761.0,045,3,761,pin cherry,Prunus,pensylvanica
1510,761.0,049,6,761,pin cherry,Prunus,pensylvanica
1511,761.0,055,1,761,pin cherry,Prunus,pensylvanica
1512,761.0,057,77,761,pin cherry,Prunus,pensylvanica
1513,761.0,059,5,761,pin cherry,Prunus,pensylvanica
1514,761.0,061,141,761,pin cherry,Prunus,pensylvanica
1515,761.0,065,4,761,pin cherry,Prunus,pensylvanica
1516,761.0,069,1,761,pin cherry,Prunus,pensylvanica
1517,761.0,071,28,761,pin cherry,Prunus,pensylvanica
1518,761.0,075,184,761,pin cherry,Prunus,pensylvanica
1519,761.0,077,7,761,pin cherry,Prunus,pensylvanica
1520,761.0,087,7,761,pin cherry,Prunus,pensylvanica
1521,761.0,089,1,761,pin cherry,Prunus,pensylvanica
1522,761.0,095,15,761,pin cherry,Prunus,pensylvanica
1523,761.0,097,15,761,pin cherry,Prunus,pensylvanica
1524,761.0,103,20,761,pin cherry,Prunus,pensylvanica
1525,761.0,111,6,761,pin cherry,Prunus,pensylvanica
1526,761.0,113,6,761,pin cherry,Prunus,pensylvanica
1527,761.0,115,45,761,pin cherry,Prunus,pensylvanica
1528,761.0,125,1,761,pin cherry,Prunus,pensylvanica
1529,761.0,135,8,761,pin cherry,Prunus,pensylvanica
1530,761.0,137,194,761,pin cherry,Prunus,pensylvanica
1531,761.0,141,2,761,pin cherry,Prunus,pensylvanica
1532,761.0,143,2,761,pin cherry,Prunus,pensylvanica
1533,761.0,145,4,761,pin cherry,Prunus,pensylvanica
1534,761.0,147,1,761,pin cherry,Prunus,pensylvanica
1535,761.0,153,4,761,pin cherry,Prunus,pensylvanica
1536,761.0,157,2,761,pin cherry,Prunus,pensylvanica
1537,761.0,159,20,761,pin cherry,Prunus,pensylvanica
1538,761.0,161,1,761,pin cherry,Prunus,pensylvanica
1539,761.0,171,10,761,pin cherry,Prunus,pensylvanica
1540,762.0,001,30,762,black cherry,Prunus,serotina
1541,762.0,003,142,762,black cherry,Prunus,serotina
1542,762.0,005,151,762,black cherry,Prunus,serotina
1543,762.0,007,46,762,black cherry,Prunus,serotina
1544,762.0,009,32,762,black cherry,Prunus,serotina
1545,762.0,013,38,762,black cherry,Prunus,serotina
1546,762.0,017,16,762,black cherry,Prunus,serotina
1547,762.0,019,5,762,black cherry,Prunus,serotina
1548,762.0,021,253,762,black cherry,Prunus,serotina
1549,762.0,025,91,762,black cherry,Prunus,serotina
1550,762.0,027,6,762,black cherry,Prunus,serotina
1551,762.0,029,67,762,black cherry,Prunus,serotina
1552,762.0,031,21,762,black cherry,Prunus,serotina
1553,762.0,035,121,762,black cherry,Prunus,serotina
1554,762.0,037,90,762,black cherry,Prunus,serotina
1555,762.0,039,53,762,black cherry,Prunus,serotina
1556,762.0,041,11,762,black cherry,Prunus,serotina
1557,762.0,043,10,762,black cherry,Prunus,serotina
1558,762.0,045,359,762,black cherry,Prunus,serotina
1559,762.0,047,29,762,black cherry,Prunus,serotina
1560,762.0,049,153,762,black cherry,Prunus,serotina
1561,762.0,053,76,762,black cherry,Prunus,serotina
1562,762.0,055,289,762,black cherry,Prunus,serotina
1563,762.0,057,135,762,black cherry,Prunus,serotina
1564,762.0,059,88,762,black cherry,Prunus,serotina
1565,762.0,061,39,762,black cherry,Prunus,serotina
1566,762.0,065,43,762,black cherry,Prunus,serotina
1567,762.0,067,13,762,black cherry,Prunus,serotina
1568,762.0,069,6,762,black cherry,Prunus,serotina
1569,762.0,071,40,762,black cherry,Prunus,serotina
1570,762.0,075,74,762,black cherry,Prunus,serotina
1571,762.0,077,1,762,black cherry,Prunus,serotina
1572,762.0,079,8,762,black cherry,Prunus,serotina
1573,762.0,085,28,762,black cherry,Prunus,serotina
1574,762.0,087,73,762,black cherry,Prunus,serotina
1575,762.0,089,19,762,black cherry,Prunus,serotina
1576,762.0,093,37,762,black cherry,Prunus,serotina
1577,762.0,095,23,762,black cherry,Prunus,serotina
1578,762.0,097,123,762,black cherry,Prunus,serotina
1579,762.0,099,17,762,black cherry,Prunus,serotina
1580,762.0,101,4,762,black cherry,Prunus,serotina
1581,762.0,103,9,762,black cherry,Prunus,serotina
1582,762.0,107,5,762,black cherry,Prunus,serotina
1583,762.0,109,148,762,black cherry,Prunus,serotina
1584,762.0,111,83,762,black cherry,Prunus,serotina
1585,762.0,113,2,762,black cherry,Prunus,serotina
1586,762.0,115,207,762,black cherry,Prunus,serotina
1587,762.0,119,38,762,black cherry,Prunus,serotina
1588,762.0,121,4,762,black cherry,Prunus,serotina
1589,762.0,123,1,762,black cherry,Prunus,serotina
1590,762.0,125,7,762,black cherry,Prunus,serotina
1591,762.0,131,44,762,black cherry,Prunus,serotina
1592,762.0,135,2,762,black cherry,Prunus,serotina
1593,762.0,137,40,762,black cherry,Prunus,serotina
1594,762.0,139,59,762,black cherry,Prunus,serotina
1595,762.0,141,130,762,black cherry,Prunus,serotina
1596,762.0,143,4,762,black cherry,Prunus,serotina
1597,762.0,145,66,762,black cherry,Prunus,serotina
1598,762.0,147,94,762,black cherry,Prunus,serotina
1599,762.0,153,70,762,black cherry,Prunus,serotina
1600,762.0,157,206,762,black cherry,Prunus,serotina
1601,762.0,159,72,762,black cherry,Prunus,serotina
1602,762.0,161,1,762,black cherry,Prunus,serotina
1603,762.0,163,108,762,black cherry,Prunus,serotina
1604,762.0,169,312,762,black cherry,Prunus,serotina
1605,762.0,171,34,762,black cherry,Prunus,serotina
1606,762.0,173,1,762,black cherry,Prunus,serotina
1607,763.0,001,191,763,chokecherry,Prunus,virginiana
1608,763.0,003,7,763,chokecherry,Prunus,virginiana
1609,763.0,005,82,763,chokecherry,Prunus,virginiana
1610,763.0,007,177,763,chokecherry,Prunus,virginiana
1611,763.0,009,11,763,chokecherry,Prunus,virginiana
1612,763.0,011,1,763,chokecherry,Prunus,virginiana
1613,763.0,015,1,763,chokecherry,Prunus,virginiana
1614,763.0,017,77,763,chokecherry,Prunus,virginiana
1615,763.0,019,1,763,chokecherry,Prunus,virginiana
1616,763.0,021,320,763,chokecherry,Prunus,virginiana
1617,763.0,025,3,763,chokecherry,Prunus,virginiana
1618,763.0,027,4,763,chokecherry,Prunus,virginiana
1619,763.0,029,61,763,chokecherry,Prunus,virginiana
1620,763.0,031,203,763,chokecherry,Prunus,virginiana
1621,763.0,035,61,763,chokecherry,Prunus,virginiana
1622,763.0,037,14,763,chokecherry,Prunus,virginiana
1623,763.0,039,8,763,chokecherry,Prunus,virginiana
1624,763.0,041,2,763,chokecherry,Prunus,virginiana
1625,763.0,045,44,763,chokecherry,Prunus,virginiana
1626,763.0,047,1,763,chokecherry,Prunus,virginiana
1627,763.0,049,11,763,chokecherry,Prunus,virginiana
1628,763.0,051,6,763,chokecherry,Prunus,virginiana
1629,763.0,053,1,763,chokecherry,Prunus,virginiana
1630,763.0,055,19,763,chokecherry,Prunus,virginiana
1631,763.0,057,147,763,chokecherry,Prunus,virginiana
1632,763.0,059,35,763,chokecherry,Prunus,virginiana
1633,763.0,061,252,763,chokecherry,Prunus,virginiana
1634,763.0,065,44,763,chokecherry,Prunus,virginiana
1635,763.0,067,11,763,chokecherry,Prunus,virginiana
1636,763.0,069,40,763,chokecherry,Prunus,virginiana
1637,763.0,071,164,763,chokecherry,Prunus,virginiana
1638,763.0,073,2,763,chokecherry,Prunus,virginiana
1639,763.0,075,193,763,chokecherry,Prunus,virginiana
1640,763.0,077,79,763,chokecherry,Prunus,virginiana
1641,763.0,079,1,763,chokecherry,Prunus,virginiana
1642,763.0,085,9,763,chokecherry,Prunus,virginiana
1643,763.0,087,45,763,chokecherry,Prunus,virginiana
1644,763.0,089,95,763,chokecherry,Prunus,virginiana
1645,763.0,091,7,763,chokecherry,Prunus,virginiana
1646,763.0,093,10,763,chokecherry,Prunus,virginiana
1647,763.0,095,24,763,chokecherry,Prunus,virginiana
1648,763.0,097,79,763,chokecherry,Prunus,virginiana
1649,763.0,107,20,763,chokecherry,Prunus,virginiana
1650,763.0,109,15,763,chokecherry,Prunus,virginiana
1651,763.0,111,48,763,chokecherry,Prunus,virginiana
1652,763.0,113,26,763,chokecherry,Prunus,virginiana
1653,763.0,115,88,763,chokecherry,Prunus,virginiana
1654,763.0,119,45,763,chokecherry,Prunus,virginiana
1655,763.0,121,2,763,chokecherry,Prunus,virginiana
1656,763.0,125,6,763,chokecherry,Prunus,virginiana
1657,763.0,131,12,763,chokecherry,Prunus,virginiana
1658,763.0,135,95,763,chokecherry,Prunus,virginiana
1659,763.0,137,292,763,chokecherry,Prunus,virginiana
1660,763.0,139,5,763,chokecherry,Prunus,virginiana
1661,763.0,141,10,763,chokecherry,Prunus,virginiana
1662,763.0,145,12,763,chokecherry,Prunus,virginiana
1663,763.0,151,4,763,chokecherry,Prunus,virginiana
1664,763.0,153,23,763,chokecherry,Prunus,virginiana
1665,763.0,157,11,763,chokecherry,Prunus,virginiana
1666,763.0,159,60,763,chokecherry,Prunus,virginiana
1667,763.0,161,2,763,chokecherry,Prunus,virginiana
1668,763.0,163,2,763,chokecherry,Prunus,virginiana
1669,763.0,167,14,763,chokecherry,Prunus,virginiana
1670,763.0,169,36,763,chokecherry,Prunus,virginiana
1671,763.0,171,7,763,chokecherry,Prunus,virginiana
1672,765.0,007,1,765,Canada plum,Prunus,nigra
1673,765.0,071,6,765,Canada plum,Prunus,nigra
1674,765.0,097,2,765,Canada plum,Prunus,nigra
1675,765.0,109,7,765,Canada plum,Prunus,nigra
1676,765.0,135,2,765,Canada plum,Prunus,nigra
1677,766.0,003,2,766,American plum,Prunus,americana
1678,766.0,005,2,766,American plum,Prunus,americana
1679,766.0,009,6,766,American plum,Prunus,americana
1680,766.0,013,9,766,American plum,Prunus,americana
1681,766.0,015,2,766,American plum,Prunus,americana
1682,766.0,019,24,766,American plum,Prunus,americana
1683,766.0,033,1,766,American plum,Prunus,americana
1684,766.0,037,8,766,American plum,Prunus,americana
1685,766.0,041,3,766,American plum,Prunus,americana
1686,766.0,043,2,766,American plum,Prunus,americana
1687,766.0,045,27,766,American plum,Prunus,americana
1688,766.0,049,11,766,American plum,Prunus,americana
1689,766.0,055,27,766,American plum,Prunus,americana
1690,766.0,059,1,766,American plum,Prunus,americana
1691,766.0,061,2,766,American plum,Prunus,americana
1692,766.0,063,2,766,American plum,Prunus,americana
1693,766.0,071,3,766,American plum,Prunus,americana
1694,766.0,073,11,766,American plum,Prunus,americana
1695,766.0,075,3,766,American plum,Prunus,americana
1696,766.0,085,1,766,American plum,Prunus,americana
1697,766.0,087,1,766,American plum,Prunus,americana
1698,766.0,095,1,766,American plum,Prunus,americana
1699,766.0,097,11,766,American plum,Prunus,americana
1700,766.0,099,16,766,American plum,Prunus,americana
1701,766.0,103,10,766,American plum,Prunus,americana
1702,766.0,109,1,766,American plum,Prunus,americana
1703,766.0,111,12,766,American plum,Prunus,americana
1704,766.0,115,24,766,American plum,Prunus,americana
1705,766.0,125,2,766,American plum,Prunus,americana
1706,766.0,129,28,766,American plum,Prunus,americana
1707,766.0,137,2,766,American plum,Prunus,americana
1708,766.0,141,3,766,American plum,Prunus,americana
1709,766.0,143,8,766,American plum,Prunus,americana
1710,766.0,147,10,766,American plum,Prunus,americana
1711,766.0,151,4,766,American plum,Prunus,americana
1712,766.0,153,6,766,American plum,Prunus,americana
1713,766.0,157,18,766,American plum,Prunus,americana
1714,766.0,163,19,766,American plum,Prunus,americana
1715,766.0,165,32,766,American plum,Prunus,americana
1716,766.0,169,24,766,American plum,Prunus,americana
1717,766.0,171,11,766,American plum,Prunus,americana
1718,802.0,001,56,802,white oak,Quercus,alba
1719,802.0,003,120,802,white oak,Quercus,alba
1720,802.0,005,2,802,white oak,Quercus,alba
1721,802.0,007,25,802,white oak,Quercus,alba
1722,802.0,009,2,802,white oak,Quercus,alba
1723,802.0,015,9,802,white oak,Quercus,alba
1724,802.0,017,4,802,white oak,Quercus,alba
1725,802.0,019,1,802,white oak,Quercus,alba
1726,802.0,021,85,802,white oak,Quercus,alba
1727,802.0,025,147,802,white oak,Quercus,alba
1728,802.0,029,11,802,white oak,Quercus,alba
1729,802.0,035,36,802,white oak,Quercus,alba
1730,802.0,037,53,802,white oak,Quercus,alba
1731,802.0,039,29,802,white oak,Quercus,alba
1732,802.0,041,4,802,white oak,Quercus,alba
1733,802.0,045,415,802,white oak,Quercus,alba
1734,802.0,049,105,802,white oak,Quercus,alba
1735,802.0,051,10,802,white oak,Quercus,alba
1736,802.0,053,2,802,white oak,Quercus,alba
1737,802.0,055,718,802,white oak,Quercus,alba
1738,802.0,057,4,802,white oak,Quercus,alba
1739,802.0,059,46,802,white oak,Quercus,alba
1740,802.0,061,10,802,white oak,Quercus,alba
1741,802.0,063,1,802,white oak,Quercus,alba
1742,802.0,065,97,802,white oak,Quercus,alba
1743,802.0,067,4,802,white oak,Quercus,alba
1744,802.0,071,4,802,white oak,Quercus,alba
1745,802.0,085,1,802,white oak,Quercus,alba
1746,802.0,087,5,802,white oak,Quercus,alba
1747,802.0,095,29,802,white oak,Quercus,alba
1748,802.0,097,38,802,white oak,Quercus,alba
1749,802.0,099,6,802,white oak,Quercus,alba
1750,802.0,103,2,802,white oak,Quercus,alba
1751,802.0,109,116,802,white oak,Quercus,alba
1752,802.0,111,29,802,white oak,Quercus,alba
1753,802.0,113,1,802,white oak,Quercus,alba
1754,802.0,115,75,802,white oak,Quercus,alba
1755,802.0,119,4,802,white oak,Quercus,alba
1756,802.0,127,4,802,white oak,Quercus,alba
1757,802.0,129,2,802,white oak,Quercus,alba
1758,802.0,131,9,802,white oak,Quercus,alba
1759,802.0,135,2,802,white oak,Quercus,alba
1760,802.0,139,8,802,white oak,Quercus,alba
1761,802.0,141,167,802,white oak,Quercus,alba
1762,802.0,143,9,802,white oak,Quercus,alba
1763,802.0,145,24,802,white oak,Quercus,alba
1764,802.0,147,6,802,white oak,Quercus,alba
1765,802.0,153,2,802,white oak,Quercus,alba
1766,802.0,157,131,802,white oak,Quercus,alba
1767,802.0,161,4,802,white oak,Quercus,alba
1768,802.0,163,137,802,white oak,Quercus,alba
1769,802.0,169,569,802,white oak,Quercus,alba
1770,802.0,171,31,802,white oak,Quercus,alba
1771,804.0,021,8,804,swamp white oak,Quercus,bicolor
1772,804.0,037,2,804,swamp white oak,Quercus,bicolor
1773,804.0,049,3,804,swamp white oak,Quercus,bicolor
1774,804.0,055,6,804,swamp white oak,Quercus,bicolor
1775,804.0,071,2,804,swamp white oak,Quercus,bicolor
1776,804.0,091,2,804,swamp white oak,Quercus,bicolor
1777,804.0,103,1,804,swamp white oak,Quercus,bicolor
1778,804.0,157,2,804,swamp white oak,Quercus,bicolor
1779,809.0,001,35,809,northern pin oak,Quercus,ellipsoidalis
1780,809.0,003,265,809,northern pin oak,Quercus,ellipsoidalis
1781,809.0,005,60,809,northern pin oak,Quercus,ellipsoidalis
1782,809.0,007,89,809,northern pin oak,Quercus,ellipsoidalis
1783,809.0,009,60,809,northern pin oak,Quercus,ellipsoidalis
1784,809.0,019,10,809,northern pin oak,Quercus,ellipsoidalis
1785,809.0,021,458,809,northern pin oak,Quercus,ellipsoidalis
1786,809.0,025,123,809,northern pin oak,Quercus,ellipsoidalis
1787,809.0,029,26,809,northern pin oak,Quercus,ellipsoidalis
1788,809.0,035,470,809,northern pin oak,Quercus,ellipsoidalis
1789,809.0,037,37,809,northern pin oak,Quercus,ellipsoidalis
1790,809.0,039,1,809,northern pin oak,Quercus,ellipsoidalis
1791,809.0,041,1,809,northern pin oak,Quercus,ellipsoidalis
1792,809.0,045,20,809,northern pin oak,Quercus,ellipsoidalis
1793,809.0,047,4,809,northern pin oak,Quercus,ellipsoidalis
1794,809.0,049,70,809,northern pin oak,Quercus,ellipsoidalis
1795,809.0,053,11,809,northern pin oak,Quercus,ellipsoidalis
1796,809.0,055,83,809,northern pin oak,Quercus,ellipsoidalis
1797,809.0,057,326,809,northern pin oak,Quercus,ellipsoidalis
1798,809.0,059,273,809,northern pin oak,Quercus,ellipsoidalis
1799,809.0,061,25,809,northern pin oak,Quercus,ellipsoidalis
1800,809.0,065,4,809,northern pin oak,Quercus,ellipsoidalis
1801,809.0,067,1,809,northern pin oak,Quercus,ellipsoidalis
1802,809.0,087,25,809,northern pin oak,Quercus,ellipsoidalis
1803,809.0,095,14,809,northern pin oak,Quercus,ellipsoidalis
1804,809.0,097,182,809,northern pin oak,Quercus,ellipsoidalis
1805,809.0,099,4,809,northern pin oak,Quercus,ellipsoidalis
1806,809.0,103,2,809,northern pin oak,Quercus,ellipsoidalis
1807,809.0,109,16,809,northern pin oak,Quercus,ellipsoidalis
1808,809.0,111,196,809,northern pin oak,Quercus,ellipsoidalis
1809,809.0,115,70,809,northern pin oak,Quercus,ellipsoidalis
1810,809.0,119,6,809,northern pin oak,Quercus,ellipsoidalis
1811,809.0,123,3,809,northern pin oak,Quercus,ellipsoidalis
1812,809.0,131,33,809,northern pin oak,Quercus,ellipsoidalis
1813,809.0,137,199,809,northern pin oak,Quercus,ellipsoidalis
1814,809.0,139,27,809,northern pin oak,Quercus,ellipsoidalis
1815,809.0,141,436,809,northern pin oak,Quercus,ellipsoidalis
1816,809.0,145,31,809,northern pin oak,Quercus,ellipsoidalis
1817,809.0,147,13,809,northern pin oak,Quercus,ellipsoidalis
1818,809.0,153,198,809,northern pin oak,Quercus,ellipsoidalis
1819,809.0,157,57,809,northern pin oak,Quercus,ellipsoidalis
1820,809.0,159,165,809,northern pin oak,Quercus,ellipsoidalis
1821,809.0,163,103,809,northern pin oak,Quercus,ellipsoidalis
1822,809.0,169,146,809,northern pin oak,Quercus,ellipsoidalis
1823,809.0,171,6,809,northern pin oak,Quercus,ellipsoidalis
1824,822.0,095,1,822,overcup oak,Quercus,lyrata
1825,823.0,001,1687,823,bur oak,Quercus,macrocarpa
1826,823.0,003,93,823,bur oak,Quercus,macrocarpa
1827,823.0,005,3274,823,bur oak,Quercus,macrocarpa
1828,823.0,007,2729,823,bur oak,Quercus,macrocarpa
1829,823.0,009,260,823,bur oak,Quercus,macrocarpa
1830,823.0,011,35,823,bur oak,Quercus,macrocarpa
1831,823.0,013,164,823,bur oak,Quercus,macrocarpa
1832,823.0,015,64,823,bur oak,Quercus,macrocarpa
1833,823.0,017,342,823,bur oak,Quercus,macrocarpa
1834,823.0,019,69,823,bur oak,Quercus,macrocarpa
1835,823.0,021,3319,823,bur oak,Quercus,macrocarpa
1836,823.0,025,348,823,bur oak,Quercus,macrocarpa
1837,823.0,027,701,823,bur oak,Quercus,macrocarpa
1838,823.0,029,1525,823,bur oak,Quercus,macrocarpa
1839,823.0,035,2284,823,bur oak,Quercus,macrocarpa
1840,823.0,037,159,823,bur oak,Quercus,macrocarpa
1841,823.0,039,45,823,bur oak,Quercus,macrocarpa
1842,823.0,041,460,823,bur oak,Quercus,macrocarpa
1843,823.0,043,44,823,bur oak,Quercus,macrocarpa
1844,823.0,045,527,823,bur oak,Quercus,macrocarpa
1845,823.0,047,200,823,bur oak,Quercus,macrocarpa
1846,823.0,049,470,823,bur oak,Quercus,macrocarpa
1847,823.0,051,90,823,bur oak,Quercus,macrocarpa
1848,823.0,053,31,823,bur oak,Quercus,macrocarpa
1849,823.0,055,805,823,bur oak,Quercus,macrocarpa
1850,823.0,057,2568,823,bur oak,Quercus,macrocarpa
1851,823.0,059,240,823,bur oak,Quercus,macrocarpa
1852,823.0,061,965,823,bur oak,Quercus,macrocarpa
1853,823.0,063,50,823,bur oak,Quercus,macrocarpa
1854,823.0,065,915,823,bur oak,Quercus,macrocarpa
1855,823.0,067,210,823,bur oak,Quercus,macrocarpa
1856,823.0,069,478,823,bur oak,Quercus,macrocarpa
1857,823.0,071,361,823,bur oak,Quercus,macrocarpa
1858,823.0,073,10,823,bur oak,Quercus,macrocarpa
1859,823.0,075,26,823,bur oak,Quercus,macrocarpa
1860,823.0,077,95,823,bur oak,Quercus,macrocarpa
1861,823.0,079,67,823,bur oak,Quercus,macrocarpa
1862,823.0,085,20,823,bur oak,Quercus,macrocarpa
1863,823.0,087,1544,823,bur oak,Quercus,macrocarpa
1864,823.0,089,1326,823,bur oak,Quercus,macrocarpa
1865,823.0,091,25,823,bur oak,Quercus,macrocarpa
1866,823.0,093,171,823,bur oak,Quercus,macrocarpa
1867,823.0,095,883,823,bur oak,Quercus,macrocarpa
1868,823.0,097,1695,823,bur oak,Quercus,macrocarpa
1869,823.0,099,54,823,bur oak,Quercus,macrocarpa
1870,823.0,101,17,823,bur oak,Quercus,macrocarpa
1871,823.0,103,30,823,bur oak,Quercus,macrocarpa
1872,823.0,107,193,823,bur oak,Quercus,macrocarpa
1873,823.0,109,564,823,bur oak,Quercus,macrocarpa
1874,823.0,111,1798,823,bur oak,Quercus,macrocarpa
1875,823.0,113,579,823,bur oak,Quercus,macrocarpa
1876,823.0,115,1195,823,bur oak,Quercus,macrocarpa
1877,823.0,119,1046,823,bur oak,Quercus,macrocarpa
1878,823.0,121,159,823,bur oak,Quercus,macrocarpa
1879,823.0,123,8,823,bur oak,Quercus,macrocarpa
1880,823.0,125,347,823,bur oak,Quercus,macrocarpa
1881,823.0,127,57,823,bur oak,Quercus,macrocarpa
1882,823.0,129,74,823,bur oak,Quercus,macrocarpa
1883,823.0,131,172,823,bur oak,Quercus,macrocarpa
1884,823.0,135,920,823,bur oak,Quercus,macrocarpa
1885,823.0,137,173,823,bur oak,Quercus,macrocarpa
1886,823.0,139,75,823,bur oak,Quercus,macrocarpa
1887,823.0,141,620,823,bur oak,Quercus,macrocarpa
1888,823.0,143,34,823,bur oak,Quercus,macrocarpa
1889,823.0,145,336,823,bur oak,Quercus,macrocarpa
1890,823.0,147,96,823,bur oak,Quercus,macrocarpa
1891,823.0,149,2,823,bur oak,Quercus,macrocarpa
1892,823.0,151,15,823,bur oak,Quercus,macrocarpa
1893,823.0,153,1317,823,bur oak,Quercus,macrocarpa
1894,823.0,155,8,823,bur oak,Quercus,macrocarpa
1895,823.0,157,591,823,bur oak,Quercus,macrocarpa
1896,823.0,159,902,823,bur oak,Quercus,macrocarpa
1897,823.0,161,89,823,bur oak,Quercus,macrocarpa
1898,823.0,163,98,823,bur oak,Quercus,macrocarpa
1899,823.0,169,823,823,bur oak,Quercus,macrocarpa
1900,823.0,171,139,823,bur oak,Quercus,macrocarpa
1901,823.0,173,31,823,bur oak,Quercus,macrocarpa
1902,830.0,045,1,830,pin oak,Quercus,palustris
1903,832.0,057,1,832,chestnut oak,Quercus,prinus
1904,833.0,001,2058,833,northern red oak,Quercus,rubra
1905,833.0,003,315,833,northern red oak,Quercus,rubra
1906,833.0,005,1838,833,northern red oak,Quercus,rubra
1907,833.0,007,722,833,northern red oak,Quercus,rubra
1908,833.0,009,248,833,northern red oak,Quercus,rubra
1909,833.0,013,72,833,northern red oak,Quercus,rubra
1910,833.0,015,182,833,northern red oak,Quercus,rubra
1911,833.0,017,386,833,northern red oak,Quercus,rubra
1912,833.0,019,41,833,northern red oak,Quercus,rubra
1913,833.0,021,3847,833,northern red oak,Quercus,rubra
1914,833.0,025,500,833,northern red oak,Quercus,rubra
1915,833.0,027,18,833,northern red oak,Quercus,rubra
1916,833.0,029,697,833,northern red oak,Quercus,rubra
1917,833.0,035,4519,833,northern red oak,Quercus,rubra
1918,833.0,037,123,833,northern red oak,Quercus,rubra
1919,833.0,039,120,833,northern red oak,Quercus,rubra
1920,833.0,041,212,833,northern red oak,Quercus,rubra
1921,833.0,043,3,833,northern red oak,Quercus,rubra
1922,833.0,045,761,833,northern red oak,Quercus,rubra
1923,833.0,047,62,833,northern red oak,Quercus,rubra
1924,833.0,049,666,833,northern red oak,Quercus,rubra
1925,833.0,051,26,833,northern red oak,Quercus,rubra
1926,833.0,053,142,833,northern red oak,Quercus,rubra
1927,833.0,055,1725,833,northern red oak,Quercus,rubra
1928,833.0,057,1589,833,northern red oak,Quercus,rubra
1929,833.0,059,447,833,northern red oak,Quercus,rubra
1930,833.0,061,1007,833,northern red oak,Quercus,rubra
1931,833.0,065,827,833,northern red oak,Quercus,rubra
1932,833.0,067,19,833,northern red oak,Quercus,rubra
1933,833.0,071,38,833,northern red oak,Quercus,rubra
1934,833.0,075,64,833,northern red oak,Quercus,rubra
1935,833.0,079,76,833,northern red oak,Quercus,rubra
1936,833.0,085,63,833,northern red oak,Quercus,rubra
1937,833.0,087,355,833,northern red oak,Quercus,rubra
1938,833.0,089,1,833,northern red oak,Quercus,rubra
1939,833.0,093,35,833,northern red oak,Quercus,rubra
1940,833.0,095,1131,833,northern red oak,Quercus,rubra
1941,833.0,097,1973,833,northern red oak,Quercus,rubra
1942,833.0,099,6,833,northern red oak,Quercus,rubra
1943,833.0,103,106,833,northern red oak,Quercus,rubra
1944,833.0,109,418,833,northern red oak,Quercus,rubra
1945,833.0,111,894,833,northern red oak,Quercus,rubra
1946,833.0,115,2187,833,northern red oak,Quercus,rubra
1947,833.0,119,172,833,northern red oak,Quercus,rubra
1948,833.0,123,7,833,northern red oak,Quercus,rubra
1949,833.0,127,15,833,northern red oak,Quercus,rubra
1950,833.0,131,188,833,northern red oak,Quercus,rubra
1951,833.0,135,4,833,northern red oak,Quercus,rubra
1952,833.0,137,706,833,northern red oak,Quercus,rubra
1953,833.0,139,95,833,northern red oak,Quercus,rubra
1954,833.0,141,993,833,northern red oak,Quercus,rubra
1955,833.0,143,37,833,northern red oak,Quercus,rubra
1956,833.0,145,573,833,northern red oak,Quercus,rubra
1957,833.0,147,19,833,northern red oak,Quercus,rubra
1958,833.0,153,604,833,northern red oak,Quercus,rubra
1959,833.0,157,817,833,northern red oak,Quercus,rubra
1960,833.0,159,347,833,northern red oak,Quercus,rubra
1961,833.0,161,34,833,northern red oak,Quercus,rubra
1962,833.0,163,202,833,northern red oak,Quercus,rubra
1963,833.0,169,1994,833,northern red oak,Quercus,rubra
1964,833.0,171,104,833,northern red oak,Quercus,rubra
1965,837.0,001,1,837,black oak,Quercus,velutina
1966,837.0,019,1,837,black oak,Quercus,velutina
1967,837.0,021,2,837,black oak,Quercus,velutina
1968,837.0,045,46,837,black oak,Quercus,velutina
1969,837.0,049,16,837,black oak,Quercus,velutina
1970,837.0,055,84,837,black oak,Quercus,velutina
1971,837.0,099,2,837,black oak,Quercus,velutina
1972,837.0,109,8,837,black oak,Quercus,velutina
